sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path
6622,5,A,PK,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,JP,42,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Code,JP02o_BS09_01,/JP10a/JP12c/JP02o_BS09_01,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Code,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.Cd
6623,5,A,,Tax Name,Name,0..1,Name Medium,The official title assigned to a category of tax.,JP,42,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Name,JP02o_BS09_02,/JP10a/JP12c/JP02o_BS09_02,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Name,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxNam
6624,5,A,,Description,Text,0..1,Text Medium,The details that define and categorize a specific tax type.,JP,42,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Description,JP02o_BS09_03,/JP10a/JP12c/JP02o_BS09_03,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Description,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.Dscr
6625,5,A,,Tax Code Description,Text,0..1,Text Medium,The narrative that clarifies the specific tax code and its application within the broader tax type.,JP,42,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Code Description,JP02o_BS09_04,/JP10a/JP12c/JP02o_BS09_04,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Code Description,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxCodDscr
6626,5,A,,Tax Percentage,Decimal,0..1,Percent,The standard rate applied to a specific tax type and code.,JP,42,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Percentage,JP02o_BS09_05,/JP10a/JP12c/JP02o_BS09_05,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Percentage,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxPerc
6627,5,A,,Tax Category Code,Code,0..1,TAX CATEGORY CODE,"UNTDID 5305  Duty or tax or fee category code is a crucial element in trade and financial documentation, facilitating accurate and efficient identification and processing of various tax and fee categories.",JP,0,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Category Code,JP02o_01,/JP10a/JP12c/JP02o_01,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Category Code,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxCatgryCod
6628,5,R,,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,,0..1,,"The reference association to the Tax Regulatory class, which is a class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",JP,0,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,GE14q,/JP10a/JP12c/GE14q,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Regulatory,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxRegltr
6629,6,A,REF,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,JP,0,P Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Regulatory.Code,GE14q_01,/JP10a/JP12c/GE14q_01,$.JP Purchase Invoice.JP Invoice Line.Consumption Tax Line.JP Tax Type.Tax Regulatory.Code,JpPurInvoi.JpInvoiLin.ConsmpTxLin.JpTxTyp.TxRegltr.Cd
6630,3,R,,P Purchase Invoice.JP Invoice Line.Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",JP,4,P Purchase Invoice.JP Invoice Line.Business Segment,BS04fo,/JP10a/JP12c/BS04fo,$.JP Purchase Invoice.JP Invoice Line.Business Segment,JpPurInvoi.JpInvoiLin.BusSg
6631,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,JP,4,P Purchase Invoice.JP Invoice Line.Business Segment.Code,BS04fo_01,/JP10a/JP12c/BS04fo/BS04fo_01,$.JP Purchase Invoice.JP Invoice Line.Business Segment.Code,JpPurInvoi.JpInvoiLin.BusSg.Cd
6632,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",JP,4,P Purchase Invoice.JP Invoice Line.Business Segment.Segment Reference Level,BS04fo_03,/JP10a/JP12c/BS04fo/BS04fo_03,$.JP Purchase Invoice.JP Invoice Line.Business Segment.Segment Reference Level,JpPurInvoi.JpInvoiLin.BusSg.SgRefLevl
6633,2,C,,P Purchase Invoice.JP Purchase Invoice Line,,0..*,,Contains line item details for the purchase invoices. JP extension for the consumption tax.,JP,0,P Purchase Invoice.JP Purchase Invoice Line,JP13a,/JP10a/JP13a,$.JP Purchase Invoice.JP Purchase Invoice Line,JpPurInvoi.JpPurInvoiLin
6634,3,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within a contract.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.ID,JP13a_JP12_GE32_GE04_01,/JP10a/JP13a/JP13a_JP12_GE32_GE04_01,$.JP Purchase Invoice.JP Purchase Invoice Line.ID,JpPurInvoi.JpPurInvoiLin.Id
6635,3,A,,Number,Char,0..1,Char Short,"The number for a specific line within a contract, enabling distinction and reference.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.Number,JP13a_JP12_GE32_GE04_02,/JP10a/JP13a/JP13a_JP12_GE32_GE04_02,$.JP Purchase Invoice.JP Purchase Invoice Line.Number,JpPurInvoi.JpPurInvoiLin.Nr
6636,3,A,,Description,Text,0..1,Text Medium,The text that characterizes a line within a business document.,JP,52,P Purchase Invoice.JP Purchase Invoice Line.Description,JP13a_JP12_GE32_GE04_05,/JP10a/JP13a/JP13a_JP12_GE32_GE04_05,$.JP Purchase Invoice.JP Purchase Invoice Line.Description,JpPurInvoi.JpPurInvoiLin.Dscr
6637,3,A,,Grouping Code,Char,0..1,Char Long,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.Grouping Code,JP13a_JP12_GE32_03,/JP10a/JP13a/JP13a_JP12_GE32_03,$.JP Purchase Invoice.JP Purchase Invoice Line.Grouping Code,JpPurInvoi.JpPurInvoiLin.GrpCod
6638,3,A,,Quantity Per Package,Integer,0..1,,"The number of individual items in the Basic UOM (smallest unit, e.g., ""PC"" for pencil) contained within a larger unit as specified in the Line UOM (such as dozens, cartons, or other packaging formats).",JP,0,P Purchase Invoice.JP Purchase Invoice Line.Quantity Per Package,JP13a_JP12_01,/JP10a/JP13a/JP13a_JP12_01,$.JP Purchase Invoice.JP Purchase Invoice Line.Quantity Per Package,JpPurInvoi.JpPurInvoiLin.QtPerPackg
6639,3,C,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount,GE05md,/JP10a/JP13a/GE05md,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount,JpPurInvoi.JpPurInvoiLin.TaxExclddLinExtnsnTrnsctAmt
6640,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Value,GE05md_01,/JP10a/JP13a/GE05md_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Value,JpPurInvoi.JpPurInvoiLin.TaxExclddLinExtnsnTrnsctAmt.Vl
6641,4,R,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Currency,BS01mj,/JP10a/JP13a/BS01mj,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Currency,JpPurInvoi.JpPurInvoiLin.TaxExclddLinExtnsnTrnsctAmt.Cur
6642,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Currency.Code,BS01mj_01,/JP10a/JP13a/BS01mj_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Line Extension Transaction) Amount.Currency.Code,JpPurInvoi.JpPurInvoiLin.TaxExclddLinExtnsnTrnsctAmt.Cur.Cd
6643,3,C,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount,GE05me,/JP10a/JP13a/GE05me,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount,JpPurInvoi.JpPurInvoiLin.TaxInclddLinExtnsnTrnsctAmt
6644,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Value,GE05me_01,/JP10a/JP13a/GE05me_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Value,JpPurInvoi.JpPurInvoiLin.TaxInclddLinExtnsnTrnsctAmt.Vl
6645,4,R,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Currency,BS01mk,/JP10a/JP13a/BS01mk,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Currency,JpPurInvoi.JpPurInvoiLin.TaxInclddLinExtnsnTrnsctAmt.Cur
6646,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Currency.Code,BS01mk_01,/JP10a/JP13a/BS01mk_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Line Extension Transaction) Amount.Currency.Code,JpPurInvoi.JpPurInvoiLin.TaxInclddLinExtnsnTrnsctAmt.Cur.Cd
6647,3,C,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount,GE05mf,/JP10a/JP13a/GE05mf,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount,JpPurInvoi.JpPurInvoiLin.TaxExclddUntPrcTrnsctAmt
6648,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Value,GE05mf_01,/JP10a/JP13a/GE05mf_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Value,JpPurInvoi.JpPurInvoiLin.TaxExclddUntPrcTrnsctAmt.Vl
6649,4,R,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Currency,BS01ml,/JP10a/JP13a/BS01ml,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Currency,JpPurInvoi.JpPurInvoiLin.TaxExclddUntPrcTrnsctAmt.Cur
6650,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Currency.Code,BS01ml_01,/JP10a/JP13a/BS01ml_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Excluded Unit Price Transaction) Amount.Currency.Code,JpPurInvoi.JpPurInvoiLin.TaxExclddUntPrcTrnsctAmt.Cur.Cd
6651,3,C,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount,GE05mg,/JP10a/JP13a/GE05mg,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount,JpPurInvoi.JpPurInvoiLin.TaxInclddUntPrcTrnsctAmt
6652,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Value,GE05mg_01,/JP10a/JP13a/GE05mg_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Value,JpPurInvoi.JpPurInvoiLin.TaxInclddUntPrcTrnsctAmt.Vl
6653,4,R,,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Currency,BS01mm,/JP10a/JP13a/BS01mm,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Currency,JpPurInvoi.JpPurInvoiLin.TaxInclddUntPrcTrnsctAmt.Cur
6654,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,P Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Currency.Code,BS01mm_01,/JP10a/JP13a/BS01mm_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Tax Included Unit Price Transaction) Amount.Currency.Code,JpPurInvoi.JpPurInvoiLin.TaxInclddUntPrcTrnsctAmt.Cur.Cd
6655,3,C,,P Purchase Invoice.JP Purchase Invoice Line.Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.Quantity,GE07bJ,/JP10a/JP13a/GE07bJ,$.JP Purchase Invoice.JP Purchase Invoice Line.Quantity,JpPurInvoi.JpPurInvoiLin.Qt
6656,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.Quantity.Value,GE07bJ_01,/JP10a/JP13a/GE07bJ_01,$.JP Purchase Invoice.JP Purchase Invoice Line.Quantity.Value,JpPurInvoi.JpPurInvoiLin.Qt.Vl
6657,4,R,,P Purchase Invoice.JP Purchase Invoice Line.Quantity.Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",JP,32,P Purchase Invoice.JP Purchase Invoice Line.Quantity.Measurement Unit,BS02cc,/JP10a/JP13a/BS02cc,$.JP Purchase Invoice.JP Purchase Invoice Line.Quantity.Measurement Unit,JpPurInvoi.JpPurInvoiLin.Qt.MeaUnt
6658,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,JP,32,P Purchase Invoice.JP Purchase Invoice Line.Quantity.Measurement Unit.UOM Code,BS02cc_01,/JP10a/JP13a/BS02cc_01,$.JP Purchase Invoice.JP Purchase Invoice Line.Quantity.Measurement Unit.UOM Code,JpPurInvoi.JpPurInvoiLin.Qt.MeaUnt.UomCod
6659,3,C,,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity,GE07bK,/JP10a/JP13a/GE07bK,$.JP Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity,JpPurInvoi.JpPurInvoiLin.BasQt
6660,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Value,GE07bK_01,/JP10a/JP13a/GE07bK_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Value,JpPurInvoi.JpPurInvoiLin.BasQt.Vl
6661,4,R,,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",JP,32,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Measurement Unit,BS02cd,/JP10a/JP13a/BS02cd,$.JP Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Measurement Unit,JpPurInvoi.JpPurInvoiLin.BasQt.MeaUnt
6662,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,JP,32,P Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Measurement Unit.UOM Code,BS02cd_01,/JP10a/JP13a/BS02cd_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Base) Quantity.Measurement Unit.UOM Code,JpPurInvoi.JpPurInvoiLin.BasQt.MeaUnt.UomCod
6663,3,R,,P Purchase Invoice.JP Purchase Invoice Line.(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Credit) Ledger Account,GE24e3,/JP10a/JP13a/GE24e3,$.JP Purchase Invoice.JP Purchase Invoice Line.(Credit) Ledger Account,JpPurInvoi.JpPurInvoiLin.CrdtLedgrAcnt
6664,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Credit) Ledger Account.Account Number,GE24e3_01,/JP10a/JP13a/GE24e3_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Credit) Ledger Account.Account Number,JpPurInvoi.JpPurInvoiLin.CrdtLedgrAcnt.AcntNr
6665,3,R,,P Purchase Invoice.JP Purchase Invoice Line.(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Debit) Ledger Account,GE24e4,/JP10a/JP13a/GE24e4,$.JP Purchase Invoice.JP Purchase Invoice Line.(Debit) Ledger Account,JpPurInvoi.JpPurInvoiLin.DebtLedgrAcnt
6666,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.(Debit) Ledger Account.Account Number,GE24e4_01,/JP10a/JP13a/GE24e4_01,$.JP Purchase Invoice.JP Purchase Invoice Line.(Debit) Ledger Account.Account Number,JpPurInvoi.JpPurInvoiLin.DebtLedgrAcnt.AcntNr
6667,3,C,,P Purchase Invoice.JP Purchase Invoice Line.JP Product,,0..1,,"Although ISO 21378:2019 does not define a textual name or description for inventory products, such textual information is essential for auditors to understand the context and details of the inventory. Therefore, it is recommended to add a description for each inventory product.",JP,0,P Purchase Invoice.JP Purchase Invoice Line.JP Product,JP01h,/JP10a/JP13a/JP01h,$.JP Purchase Invoice.JP Purchase Invoice Line.JP Product,JpPurInvoi.JpPurInvoiLin.JpPrdct
